           1           1  0.500000000      -9.96699110E-02 -0.500000000    
           1           2  0.500000000      -9.96699110E-02 -0.500000000    
           1           3  0.500000000      -9.96699110E-02 -0.500000000    
           1           4  0.500000000      -9.96699110E-02 -0.500000000    
           1           5  0.500000000      -9.96699110E-02 -0.500000000    
           1           6  0.500000000      -9.96699110E-02 -0.500000000    
           1           7  0.500000000      -9.96699110E-02 -0.500000000    
           1           8  0.500000000      -9.96699110E-02 -0.500000000    
           1           9  0.500000000      -9.96699110E-02 -0.500000000    
           1          10  0.500000000      -9.96699110E-02 -0.500000000    
           1          11  0.500000000      -9.96699110E-02 -0.500000000    
           1          12  0.500000000      -9.96699110E-02 -0.500000000    
           1          13  0.500000000      -9.96699110E-02 -0.500000000    
           1          14  0.500000000      -9.96699110E-02 -0.500000000    
           1          15  0.500000000      -9.96699110E-02 -0.500000000    
           1          16  0.500000000      -9.96699110E-02 -0.500000000    
           1          17  0.500000000      -9.96699110E-02 -0.500000000    
           1          18  0.500000000      -9.96699110E-02 -0.500000000    
           1          19  0.500000000      -9.96699110E-02 -0.500000000    
           1          20  0.500000000      -9.96699110E-02 -0.500000000    
           1          21  0.500000000      -9.96699110E-02 -0.500000000    
           1          22  0.500000000      -9.96699110E-02 -0.500000000    
           1          23  0.500000000      -9.96699110E-02 -0.500000000    
           1          24  0.500000000      -9.96699110E-02 -0.500000000    
           1          25  0.500000000      -9.96699110E-02 -0.500000000    
           1          26  0.500000000      -9.96699110E-02 -0.500000000    
           1          27  0.500000000      -9.96699110E-02 -0.500000000    
           1          28  0.500000000      -9.96699110E-02 -0.500000000    
           1          29  0.500000000      -9.96699110E-02 -0.500000000    
           1          30  0.500000000      -9.96699110E-02 -0.500000000    
           1          31  0.500000000      -9.96699110E-02 -0.500000000    
           1          32  0.500000000      -9.96699110E-02 -0.500000000    
           1          33  0.500000000      -9.96699110E-02 -0.500000000    
           2           1  0.500000000      -9.96699110E-02 -0.500000000    
           2           2  0.500000000      -9.96699110E-02 -0.500000000    
           2           3  0.500000000      -9.96699110E-02 -0.500000000    
           2           4  0.500000000      -9.96699110E-02 -0.500000000    
           2           5  0.500000000      -9.96699110E-02 -0.500000000    
           2           6  0.500000000      -9.96699110E-02 -0.500000000    
           2           7  0.500000000      -9.96699110E-02 -0.500000000    
           2           8  0.500000000      -9.96699110E-02 -0.500000000    
           2           9  0.500000000      -9.96699110E-02 -0.500000000    
           2          10  0.500000000      -9.96699110E-02 -0.500000000    
           2          11  0.500000000      -9.96699110E-02 -0.500000000    
           2          12  0.500000000      -9.96699110E-02 -0.500000000    
           2          13  0.500000000      -9.96699110E-02 -0.500000000    
           2          14  0.500000000      -9.96699110E-02 -0.500000000    
           2          15  0.500000000      -9.96699110E-02 -0.500000000    
           2          16  0.500000000      -9.96699110E-02 -0.500000000    
           2          17  0.500000000      -9.96699110E-02 -0.500000000    
           2          18  0.500000000      -9.96699110E-02 -0.500000000    
           2          19  0.500000000      -9.96699110E-02 -0.500000000    
           2          20  0.500000000      -9.96699110E-02 -0.500000000    
           2          21  0.500000000      -9.96699110E-02 -0.500000000    
           2          22  0.500000000      -9.96699110E-02 -0.500000000    
           2          23  0.500000000      -9.96699110E-02 -0.500000000    
           2          24  0.500000000      -9.96699110E-02 -0.500000000    
           2          25  0.500000000      -9.96699110E-02 -0.500000000    
           2          26  0.500000000      -9.96699110E-02 -0.500000000    
           2          27  0.500000000      -9.96699110E-02 -0.500000000    
           2          28  0.500000000      -9.96699110E-02 -0.500000000    
           2          29  0.500000000      -9.96699110E-02 -0.500000000    
           2          30  0.500000000      -9.96699110E-02 -0.500000000    
           2          31  0.500000000      -9.96699110E-02 -0.500000000    
           2          32  0.500000000      -9.96699110E-02 -0.500000000    
           2          33  0.500000000      -9.96699110E-02 -0.500000000    
           3           1  0.500000000      -9.96699110E-02 -0.500000000    
           3           2  0.500000000      -9.96699110E-02 -0.500000000    
           3           3  0.500000000      -9.96699110E-02 -0.500000000    
           3           4  0.500000000      -9.96699110E-02 -0.500000000    
           3           5  0.500000000      -9.96699110E-02 -0.500000000    
           3           6  0.500000000      -9.96699110E-02 -0.500000000    
           3           7  0.500000000      -9.96699110E-02 -0.500000000    
           3           8  0.500000000      -9.96699110E-02 -0.500000000    
           3           9  0.500000000      -9.96699110E-02 -0.500000000    
           3          10  0.500000000      -9.96699110E-02 -0.500000000    
           3          11  0.500000000      -9.96699110E-02 -0.500000000    
           3          12  0.500000000      -9.96699110E-02 -0.500000000    
           3          13  0.500000000      -9.96699110E-02 -0.500000000    
           3          14  0.500000000      -9.96699110E-02 -0.500000000    
           3          15  0.500000000      -9.96699110E-02 -0.500000000    
           3          16  0.500000000      -9.96699110E-02 -0.500000000    
           3          17  0.500000000      -9.96699110E-02 -0.500000000    
           3          18  0.500000000      -9.96699110E-02 -0.500000000    
           3          19  0.500000000      -9.96699110E-02 -0.500000000    
           3          20  0.500000000      -9.96699110E-02 -0.500000000    
           3          21  0.500000000      -9.96699110E-02 -0.500000000    
           3          22  0.500000000      -9.96699110E-02 -0.500000000    
           3          23  0.500000000      -9.96699110E-02 -0.500000000    
           3          24  0.500000000      -9.96699110E-02 -0.500000000    
           3          25  0.500000000      -9.96699110E-02 -0.500000000    
           3          26  0.500000000      -9.96699110E-02 -0.500000000    
           3          27  0.500000000      -9.96699110E-02 -0.500000000    
